id,Name,first_name,last_name,birth_date,canton_de,canton_fr,canton_it,party_de,party_fr,party_it,parl_group_de,parl_group_fr,parl_group_it,v20767,v21029,v22370,v23336,v23487,v23607,v24059,v24907,v25013,v25070,v25320,v25344,v25479,v26199,v25485,v25488,v25607,v25715,v25814,v26464,v26465,v26466,v26764,v26638,v26742
4283,Franziska Roth,Franziska,Roth,1966-04-17,Solothurn,Soleure,Soletta,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4284,Marie-France Roth Pasquier,Marie-France,Roth Pasquier,1968-04-25,Freiburg,Fribourg,Friburgo,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,1,1,1,1,1,1,1,1,0,0,3,1,1,1,1,1,1,1,1,0,1,1
4329,Daniel Ruch,Daniel,Ruch,1963-03-20,Waadt,Vaud,Vaud,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
4285,Monika Rüegger,Monika,Rüegger,1968-03-25,Obwalden,Obwald,Obvaldo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,1,0,0,0,0,2,0,1,3,1,3,3,0,0,0,0,0,0,4,0,4
4125,Gregor Rutz,Gregor,Rutz,1972-10-12,Zürich,Zurich,Zurigo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,0,0,0,4,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0
4286,Franziska Ryser,Franziska,Ryser,1991-10-22,St. Gallen,St-Gall,San Gallo,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4202,Regine Sauter,Regine,Sauter,1966-04-16,Zürich,Zurich,Zurigo,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
4287,Barbara Schaffner,Barbara,Schaffner,1968-07-28,Zürich,Zurich,Zurigo,Grünliberale Partei,Parti vert'libéral,Partito Verde liberale,Grünliberale Fraktion,Groupe vert'libéral,Gruppo verde liberale,1,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4124,Peter Schilliger,Peter,Schilliger,1959-06-01,Luzern,Lucerne,Lucerna,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,NA,0,0,4,1,1,0,1,0,1,1,1,1,4,1,1,1,1,4,1,1,1,0,0,1
4234,Therese Schläpfer,Therese,Schläpfer,1959-04-14,Zürich,Zurich,Zurigo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
4288,Marionna Schlatter,Marionna,Schlatter,1980-11-14,Zürich,Zurich,Zurigo,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,1,1,1,1,1,4,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4060,Daniela Schneeberger,Daniela,Schneeberger,1967-09-19,Basel-Landschaft,Bâle-Campagne,Basilea-Campagna,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4,1,1,1,1,0,0,0
4289,Meret Schneider,Meret,Schneider,1992-08-22,Zürich,Zurich,Zurigo,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4123,Ursula Schneider Schüttel,Ursula,Schneider Schüttel,1961-11-26,Freiburg,Fribourg,Friburgo,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4040,Elisabeth Schneider-Schneiter,Elisabeth,Schneider-Schneiter,1964-02-19,Basel-Landschaft,Bâle-Campagne,Basilea-Campagna,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,1,1,1,2,1,4,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
1159,Pirmin Schwander,Pirmin,Schwander,1961-12-28,Schwyz,Schwyz,Svitto,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,0,0,0,0,0,0,3,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4199,Priska Seiler Graf,Priska,Seiler Graf,1968-08-29,Zürich,Zurich,Zurigo,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4146,Heinz Siegenthaler,Heinz,Siegenthaler,1955-10-11,Bern,Berne,Berna,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,2,1,1,3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
4290,Andri Silberschmidt,Andri,Silberschmidt,1994-02-26,Zürich,Zurich,Zurigo,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,0,0,1,1,4,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2
4173,Sandra Sollberger,Sandra,Sollberger,1973-10-27,Basel-Landschaft,Bâle-Campagne,Basilea-Campagna,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0
4292,Simon Stadler,Simon,Stadler,1988-05-02,Uri,Uri,Uri,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
4174,Barbara Steinemann,Barbara,Steinemann,1976-06-18,Zürich,Zurich,Zurigo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,2,0,0,0,4,0,0,0,0,0
4312,Bruno Storni,Bruno,Storni,1954-08-17,Tessin,Tessin,Ticino,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,4,4,1,4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4293,Manuel Strupler,Manuel,Strupler,1980-04-12,Thurgau,Thurgovie,Turgovia,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0
4294,Lilian Studer,Lilian,Studer,1977-12-20,Aargau,Argovie,Argovia,Evangelische Volkspartei der Schweiz,Parti évangélique suisse,Partito evangelico svizzero,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4295,Gabriela Suter,Gabriela,Suter,1972-12-12,Aargau,Argovie,Argovia,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,4,1,1,1,1,4,0,4,4,1,1,1,1,1,1,1,1,1
4221,Michael Töngi,Michael,Töngi,1967-03-16,Luzern,Lucerne,Lucerna,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,1,1,1,1,1,4,1,1,1,1,1,1,1,0,0,1,1,1,1,4,1,1,1,1,1
4128,Aline Trede,Aline,Trede,1983-08-26,Bern,Berne,Berna,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,4,1,1,1,1,1,1,1
4175,Mauro Tuena,Mauro,Tuena,1972-01-25,Zürich,Zurich,Zurigo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0
4065,Nadja Umbricht Pieren,Nadja,Umbricht Pieren,1980-02-14,Bern,Berne,Berna,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,1,0,0,0,3,3,0,1,0,1,1,2,0,2,0,0,0,0,0,0,0
4296,Susanne Vincenz-Stauffacher,Susanne,Vincenz-Stauffacher,1967-01-21,St. Gallen,St-Gall,San Gallo,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,3
4324,Patricia von Falkenstein,Patricia,von Falkenstein,1961-04-11,Basel-Stadt,Bâle-Ville,Basilea-Città,Liberal-Demokratische Partei,Parti libéral démocrate,Partito liberale democratico,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
3910,Erich von Siebenthal,Erich,von Siebenthal,1958-12-30,Bern,Berne,Berna,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,4,0,3,0,0,0,0,0,0
4297,Nicolas Walder,Nicolas,Walder,1966-05-02,Genf,Genève,Ginevra,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4177,Bruno Walliser,Bruno,Walliser,1966-04-11,Zürich,Zurich,Zurigo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
4142,Beat Walti,Beat,Walti,1968-11-22,Zürich,Zurich,Zurigo,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,4,0,0,1,1,1,0,1,2,2,1,1,1,1,1,1,1,1,1,4,4,4,0,0,1
3912,Christian Wasserfallen,Christian,Wasserfallen,1981-06-30,Bern,Berne,Berna,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,0,4,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1
4224,Flavia Wasserfallen,Flavia,Wasserfallen,1979-02-07,Bern,Berne,Berna,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,1,1,1,1,1,1,1,1,1,0
4323,Céline Weber,Céline,Weber,1974-08-22,Waadt,Vaud,Vaud,Grünliberale Partei,Parti vert'libéral,Partito Verde liberale,Grünliberale Fraktion,Groupe vert'libéral,Gruppo verde liberale,NA,NA,NA,NA,NA,NA,1,1,1,1,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4194,Laurent Wehrli,Laurent,Wehrli,1965-06-04,Waadt,Vaud,Vaud,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,0,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,4,4,4,0,2,2
4298,Manuela Weichelt,Manuela,Weichelt,1967-07-21,Zug,Zoug,Zugo,Alternative-die Grünen Kanton Zug,Alternative-die Grünen Kanton Zug,Alternative-die Grünen Kanton Zug,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4057,Cédric Wermuth,Cédric,Wermuth,1986-02-19,Aargau,Argovie,Argovia,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,4,1,1,1,4,1,1,4,1,1,4,0,1,4,1,1,4,4,4,1,1,1
4299,Felix Wettstein,Felix,Wettstein,1958-01-19,Solothurn,Soleure,Soletta,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4300,Céline Widmer,Céline,Widmer,1978-05-26,Zürich,Zurich,Zurigo,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4305,Priska Wismer-Felder,Priska,Wismer-Felder,1970-10-02,Luzern,Lucerne,Lucerna,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,4,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,0,1,1
1142,Walter Wobmann,Walter,Wobmann,1957-11-21,Solothurn,Soleure,Soletta,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,0,0,0,0,4,0
4318,Sarah Wyss,Sarah,Wyss,1988-08-03,Basel-Stadt,Bâle-Ville,Basilea-Città,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4179,David Zuberbühler,David,Zuberbühler,1979-02-20,Appenzell A.-Rh.,Appenzell Rh.-Ext.,Appenzello Esterno,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4261,Esther Friedli,Esther,Friedli,04.06.1977,St. Gallen,St-Gall,San Gallo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
